"place_id","place_name","image_url"
359,"Kohima War Cemetery","/images/places/kohima-war-cemetery.jpg"
360,"Khonoma Village","/images/places/khonoma-village.jpg"
361,"Hornbill Festival","/images/places/hornbill-festival.jpg"
362,"Mokokchung","/images/places/mokokchung.jpg"
363,"Wokha","/images/places/wokha.jpg"
364,"Mount Pauna","/images/places/mount-pauna.jpg"
365,"Doyang Reservoir","/images/places/doyang-reservoir.jpg"
366,"Mon","/images/places/mon.jpg"
367,"Longwa Village","/images/places/longwa-village.jpg"
368,"Pfutsero","/images/places/pfutsero.jpg"
369,"Tuophema Village","/images/places/tuophema-village.jpg"
370,"Intangki National Park","/images/places/intangki-national-park.jpg"
371,"Benreu","/images/places/benreu.jpg"
372,"Shilloi Lake","/images/places/shilloi-lake.jpg"
373,"Satoi Range","/images/places/satoi-range.jpg"
374,"Kachari Ruins","/images/places/kachari-ruins.jpg"
375,"Puri","/images/places/puri.jpg"
376,"Jagannath Temple","/images/places/jagannath-temple.jpg"
377,"Konark Sun Temple","/images/places/konark-sun-temple.jpg"
378,"Bhubaneswar","/images/places/bhubaneswar.jpg"
379,"Chilika Lake","/images/places/chilika-lake.jpg"
380,"Lingaraj Temple","/images/places/lingaraj-temple.jpg"
381,"Udayagiri and Khandagiri Caves","/images/places/udayagiri-and-khandagiri-caves.jpg"
382,"Dhauli","/images/places/dhauli.jpg"
383,"Cuttack","/images/places/cuttack.jpg"
384,"Barabati Fort","/images/places/barabati-fort.jpg"
385,"Similipal National Park","/images/places/similipal-national-park.jpg"
386,"Gopalpur Beach","/images/places/gopalpur-beach.jpg"
387,"Chandipur Beach","/images/places/chandipur-beach.jpg"
388,"Daringbadi","/images/places/daringbadi.jpg"
389,"Raghurajpur","/images/places/raghurajpur.jpg"
390,"Nandankanan Zoological Park","/images/places/nandankanan-zoological-park.jpg"
391,"Satkosia Gorge","/images/places/satkosia-gorge.jpg"
392,"Bhitarkanika National Park","/images/places/bhitarkanika-national-park.jpg"
393,"Hirakud Dam","/images/places/hirakud-dam.jpg"
394,"Sambalpur","/images/places/sambalpur.jpg"
395,"Amritsar","/images/places/amritsar.jpg"
396,"Golden Temple","/images/places/golden-temple.jpg"
397,"Jallianwala Bagh","/images/places/jallianwala-bagh.jpg"
398,"Wagah Border","/images/places/wagah-border.jpg"
399,"Anandpur Sahib","/images/places/anandpur-sahib.jpg"
400,"Virasat-e-Khalsa","/images/places/virasat-e-khalsa.jpg"
401,"Patiala","/images/places/patiala.jpg"
402,"Qila Mubarak","/images/places/qila-mubarak.jpg"
403,"Bathinda Fort","/images/places/bathinda-fort.jpg"
404,"Ludhiana","/images/places/ludhiana.jpg"
405,"Harike Wetland","/images/places/harike-wetland.jpg"
406,"Sultanpur Lodhi","/images/places/sultanpur-lodhi.jpg"
407,"Durgiana Temple","/images/places/durgiana-temple.jpg"
408,"Gobindgarh Fort","/images/places/gobindgarh-fort.jpg"
409,"Tarn Taran Sahib","/images/places/tarn-taran-sahib.jpg"
410,"Kapurthala","/images/places/kapurthala.jpg"
411,"Rangla Punjab Haveli","/images/places/rangla-punjab-haveli.jpg"
412,"Ropar Wetland","/images/places/ropar-wetland.jpg"
413,"Pushpa Gujral Science City","/images/places/pushpa-gujral-science-city.jpg"
414,"Maharaja Ranjit Singh Museum","/images/places/maharaja-ranjit-singh-museum.jpg"
415,"Jaipur","/images/places/jaipur.jpg"
416,"Udaipur","/images/places/udaipur.jpg"
417,"Jodhpur","/images/places/jodhpur.jpg"
418,"Jaisalmer","/images/places/jaisalmer.jpg"
419,"Ajmer","/images/places/ajmer.jpg"
420,"Pushkar","/images/places/pushkar.jpg"
421,"Mount Abu","/images/places/mount-abu.jpg"
422,"Ranthambore National Park","/images/places/ranthambore-national-park.jpg"
423,"Chittorgarh Fort","/images/places/chittorgarh-fort.jpg"
424,"Mehrangarh Fort","/images/places/mehrangarh-fort.jpg"
425,"Amber Fort","/images/places/amber-fort.jpg"
426,"City Palace, Udaipur","/images/places/city-palace-udaipur.jpg"
427,"Hawa Mahal","/images/places/hawa-mahal.jpg"
428,"Jantar Mantar, Jaipur","/images/places/jantar-mantar-jaipur.jpg"
429,"Junagarh Fort","/images/places/junagarh-fort.jpg"
430,"Kumbhalgarh Fort","/images/places/kumbhalgarh-fort.jpg"
431,"Bikaner","/images/places/bikaner.jpg"
432,"Bundi","/images/places/bundi.jpg"
433,"Keoladeo National Park","/images/places/keoladeo-national-park.jpg"
434,"Sam Sand Dunes","/images/places/sam-sand-dunes.jpg"
435,"Gangtok","/images/places/gangtok.jpg"
436,"Tsomgo Lake","/images/places/tsomgo-lake.jpg"
437,"Nathula Pass","/images/places/nathula-pass.jpg"
438,"Pelling","/images/places/pelling.jpg"
439,"Yumthang Valley","/images/places/yumthang-valley.jpg"
440,"Lachung","/images/places/lachung.jpg"
441,"Lachen","/images/places/lachen.jpg"
442,"Gurudongmar Lake","/images/places/gurudongmar-lake.jpg"
443,"Ravangla","/images/places/ravangla.jpg"
444,"Namchi","/images/places/namchi.jpg"
445,"Zuluk","/images/places/zuluk.jpg"
446,"Rumtek Monastery","/images/places/rumtek-monastery.jpg"
447,"Khecheopalri Lake","/images/places/khecheopalri-lake.jpg"
448,"Yuksom","/images/places/yuksom.jpg"
449,"Dzongu","/images/places/dzongu.jpg"
450,"Temi Tea Garden","/images/places/temi-tea-garden.jpg"
451,"Buddha Park","/images/places/buddha-park.jpg"
452,"Pemayangtse Monastery","/images/places/pemayangtse-monastery.jpg"
453,"Khangchendzonga National Park","/images/places/khangchendzonga-national-park.jpg"
454,"Nathang Valley","/images/places/nathang-valley.jpg"
455,"Chennai","/images/places/chennai.jpg"
456,"Madurai","/images/places/madurai.jpg"
457,"Ooty","/images/places/ooty.jpg"
458,"Kodaikanal","/images/places/kodaikanal.jpg"
459,"Rameswaram","/images/places/rameswaram.jpg"
460,"Kanyakumari","/images/places/kanyakumari.jpg"
461,"Mahabalipuram","/images/places/mahabalipuram.jpg"
462,"Thanjavur","/images/places/thanjavur.jpg"
463,"Kanchipuram","/images/places/kanchipuram.jpg"
464,"Coimbatore","/images/places/coimbatore.jpg"
465,"Yercaud","/images/places/yercaud.jpg"
